CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time,OFFICERS_AT_SCENE
1702863,16000105728,2016105728,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,3/27/16 12:54,11XX BLOCK OF N 115 ST,N,N2,600.3016,-122.34347,47.712315,"(47.712315, -122.34347)","NOISE - DIST, GENERAL (CONST, RESID, BALL PLAY)",DISTURBANCES,NOISE DISTURBANCE,,3
1702864,16000105816,2016105816,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/27/16 13:06,24XX BLOCK OF 2 AV,D,D1,8001.2007,-122.34742,47.615086,"(47.615086, -122.34742)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,3/27/16 12:13,3
1702865,16000105815,2016105815,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/27/16 13:09,10XX BLOCK OF SW KLICKITAT WY,W,W1,9900.4103,-122.34984,47.57101,"(47.57101, -122.34984)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,,3
1702866,16000105792,2016105792,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/27/16 13:09,PHINNEY AV N / N 42 ST,B,B2,4900.4014,-122.35446,47.65775,"(47.65775, -122.35446)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,,0
1702867,16000105771,2016105771,31,STRONG ARM ROBBERY,ROBBERY,ROBBERY,3/27/16 13:06,120XX BLOCK OF AURORA AV N,N,N2,402.2007,-122.344894,47.717175,"(47.717175, -122.344894)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",3/27/16 11:31,3
1702868,16000105864,2016105864,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,3/27/16 13:16,4XX BLOCK OF S BRANDON ST,O,O2,10900.2032,-122.32896,47.55414,"(47.55414, -122.32896)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,,3
1702869,16000105857,2016105857,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/27/16 13:12,75XX BLOCK OF RAVENNA AV NE,U,U1,2500.1028,-122.304016,47.683952,"(47.683952, -122.304016)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,,1
1702870,16000105841,2016105841,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,3/27/16 13:14,8XX BLOCK OF 16 AV,G,G2,8700.1006,-122.31153,47.60979,"(47.60979, -122.31153)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,,1
1702871,16000105820,2016105820,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",3/27/16 13:14,36XX BLOCK OF STONE WY N,B,B3,5400.3003,-122.34263,47.65162,"(47.65162, -122.34263)",TRESPASS,TRESPASS,TRESPASS,,3
1702872,16000105779,2016105779,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,3/27/16 13:16,40XX BLOCK OF SUNNYSIDE AV N,B,B3,5100.2026,-122.33024,47.656128,"(47.656128, -122.33024)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,3/27/16 12:26,1
1702873,16000105879,2016105879,188,MARIJUANA PUBLIC USE (NOT DISPENSARY),NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,3/27/16 13:23,5XX BLOCK OF 3 AV,K,K2,8100.2043,-122.331085,47.602413,"(47.602413, -122.331085)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,,3
1702874,16000105869,2016105869,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/27/16 13:22,BROAD ST / ELLIOTT AV,D,D1,8001.3024,-122.354225,47.615585,"(47.615585, -122.354225)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,,1
1702875,16000105868,2016105868,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",3/27/16 13:28,NW 41 ST / BURKE GILMAN TL,B,B2,4800.3016,-122.36394,47.65693,"(47.65693, -122.36394)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,,2
1702876,16000105687,2016105687,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,3/27/16 13:22,11XX BLOCK OF N 98 ST,N,N3,1300.3011,-122.34329,47.70052,"(47.70052, -122.34329)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,3/27/16 8:45,1
1702877,16000105883,2016105883,242,FIGHT DISTURBANCE,DISTURBANCES,DISTURBANCES,3/27/16 13:42,23 AV S / S JACKSON ST,G,G3,9000.1007,-122.30224,47.59928,"(47.59928, -122.30224)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,,1
1702878,16000105865,2016105865,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,3/27/16 13:39,79XX BLOCK OF RENTON AV S,H,H2,11700.1,-122.27809,47.53063,"(47.53063, -122.27809)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,,2
1702879,16000105834,2016105834,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,3/27/16 13:30,9XX BLOCK OF 3 AV,K,K1,8100.2038,-122.333694,47.605267,"(47.605267, -122.333694)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,3/27/16 12:44,1
1702880,16000105812,2016105812,71,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,3/27/16 13:37,24XX BLOCK OF SW HOLDEN ST,F,F2,11401.1002,-122.3645,47.5337,"(47.5337, -122.3645)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,3/27/16 12:31,3
1702881,16000105850,2016105850,161,TRESPASS,TRESPASS,TRESPASS,3/27/16 13:46,111XX BLOCK OF ROOSEVELT WY NE,L,L1,1200.1006,-122.31786,47.70939,"(47.70939, -122.31786)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,3/27/16 12:56,1
1702882,16000105823,2016105823,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,3/27/16 13:45,2 AV S / S KING ST,K,K2,9300.2016,-122.33158,47.598286,"(47.598286, -122.33158)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,,0
1702883,16000105891,2016105891,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/27/16 13:57,E YESLER WY / 14 AV S,H,H1,9000.2006,-122.31416,47.60169,"(47.60169, -122.31416)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,,0
1702884,16000105885,2016105885,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/27/16 13:59,71XX BLOCK OF HOLLY PARK DR S,S,S1,11001.1006,-122.287445,47.539097,"(47.539097, -122.287445)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,,1
1702885,16000105872,2016105872,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,3/27/16 13:50,110XX BLOCK OF 31 AV SW,W,W3,12100.201,-122.37223,47.503387,"(47.503387, -122.37223)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,,4
1702886,16000105765,2016105765,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,3/27/16 13:59,27XX BLOCK OF E MARION ST,C,C3,8800.102,-122.29688,47.610012,"(47.610012, -122.29688)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,3/27/16 11:28,3
1702887,16000105901,2016105901,161,TRESPASS,TRESPASS,TRESPASS,3/27/16 14:12,94XX BLOCK OF 18 AV SW,F,F2,11402.2012,-122.35785,47.51828,"(47.51828, -122.35785)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,,1
1702888,16000105899,2016105899,161,TRESPASS,TRESPASS,TRESPASS,3/27/16 14:17,14XX BLOCK OF ALASKAN WY,H,H2,8100.3013,-122.342354,47.607666,"(47.607666, -122.342354)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,,3
1702889,16000105871,2016105871,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,3/27/16 14:16,4XX BLOCK OF PINE ST,M,M2,8100.2,-122.33732,47.61132,"(47.61132, -122.33732)",THEFT OF SERVICES,OTHER PROPERTY,THEFT,3/27/16 13:13,0
1702890,16000105867,2016105867,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,3/27/16 14:11,1 AV W / WESTERN AV W,Q,Q3,7100.102,-122.35806,47.619022,"(47.619022, -122.35806)",MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1,MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,3/27/16 13:09,3
1702891,16000105918,2016105918,350,HAZARDS,HAZARDS,HAZARDS,3/27/16 14:32,N 115 ST / AURORA AV N,N,N3,600.3016,-122.34482,47.71232,"(47.71232, -122.34482)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,,0
1702892,16000105908,2016105908,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,3/27/16 14:39,NE 145 ST / 5 AV NE,L,L1,200.3,-122.32349,47.73405,"(47.73405, -122.32349)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,,0
1702893,16000105897,2016105897,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,3/27/16 14:23,18XX BLOCK OF 13 AV,E,E2,7500.4,-122.3156,47.618195,"(47.618195, -122.3156)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,,0
1702894,16000105889,2016105889,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/27/16 14:24,26XX BLOCK OF 1 AV N,Q,Q2,6000.3013,-122.355545,47.64368,"(47.64368, -122.355545)",BURG - IP/JO - RES (INCL UNOCC STRUCTURES),BURGLARY,RESIDENTIAL BURGLARIES,3/27/16 13:46,2
1702895,16000105881,2016105881,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,3/27/16 14:25,N 95 ST / 1 AV NW,J,J1,1702.1011,-122.35806,47.69784,"(47.69784, -122.35806)",TRAFFIC - BLOCKING ROADWAY,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,,1
1702896,16000105845,2016105845,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/27/16 14:20,14XX BLOCK OF BOYLSTON AV,H,H3,8400.101,-122.32342,47.61353,"(47.61353, -122.32342)",TRESPASS,TRESPASS,TRESPASS,3/27/16 12:51,0
1702897,16000105832,2016105832,74,LICENSE PLATE THEFT OR LOSS,CAR PROWL,CAR PROWL,3/27/16 14:22,54XX BLOCK OF LEARY AV NW,B,B1,4700.4024,-122.38349,47.66783,"(47.66783, -122.38349)","AUTO - THEFT/LOSS, PLATES AND/OR TAB",AUTO THEFTS,AUTO RECOVERIES,3/27/16 12:47,1
1702898,16000105821,2016105821,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/27/16 14:24,N 115 ST / AURORA AV N,N,N3,600.3016,-122.34482,47.71232,"(47.71232, -122.34482)",DUI - DRIVING UNDER INFLUENCE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/27/16 12:53,2
1702899,16000105797,2016105797,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,3/27/16 14:37,47XX BLOCK OF 23 AV SW,F,F1,9900.2025,-122.36156,47.559685,"(47.559685, -122.36156)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,3/27/16 12:02,4
1702900,16000105936,2016105936,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,3/27/16 14:48,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.33081,47.600464,"(47.600464, -122.33081)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,,0
1702901,16000105930,2016105930,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,3/27/16 15:02,75XX BLOCK OF 24 AV SW,F,F1,10701.2014,-122.363174,47.534607,"(47.534607, -122.363174)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,,1
1702902,16000105927,2016105927,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,3/27/16 14:58,3 AV / VINE ST,D,D1,8001.1009,-122.34797,47.616577,"(47.616577, -122.34797)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,,0
1702903,16000105912,2016105912,161,TRESPASS,TRESPASS,TRESPASS,3/27/16 14:46,WESTERN AV / UNION ST,M,M1,8100.3013,-122.34022,47.607365,"(47.607365, -122.34022)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,,2
1702904,16000105910,2016105910,350,HAZARDS,HAZARDS,HAZARDS,3/27/16 14:42,38XX BLOCK OF RAINIER AV S,H,H1,10100.5006,-122.289925,47.568882,"(47.568882, -122.289925)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,,3
1702905,16000105903,2016105903,465,PEDESTRIAN VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/27/16 14:59,20XX BLOCK OF RAINIER AV S,H,H1,9400.3003,-122.30326,47.58502,"(47.58502, -122.30326)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,3/27/16 14:03,1
1702906,16000105853,2016105853,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,3/27/16 14:49,60XX BLOCK OF BEACON AV S,S,S1,10401.3005,-122.3009,47.54822,"(47.54822, -122.3009)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,3/27/16 13:30,2
1702907,16000105756,2016105756,51,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,3/27/16 15:02,105XX BLOCK OF GREENWOOD AV N,N,N1,1400.2015,-122.35546,47.70599,"(47.70599, -122.35546)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,3/27/16 12:30,1
1702908,16000105932,2016105932,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/27/16 15:14,81XX BLOCK OF 16 AV SW,F,F3,11300.4003,-122.35506,47.529182,"(47.529182, -122.35506)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,,2
1702909,16000105923,2016105923,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/27/16 15:10,22 AV / E UNION ST,C,C3,7900.1006,-122.303635,47.61293,"(47.61293, -122.303635)",TRAFFIC - ROAD RAGE,TRAFFIC RELATED CALLS,ROAD RAGE,,1
1702910,16000105898,2016105898,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,3/27/16 15:17,60XX BLOCK OF 33 AV S,S,S1,10401.3,-122.28938,47.546547,"(47.546547, -122.28938)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,3/27/16 14:21,2
1702911,16000105810,2016105810,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,3/27/16 15:13,105XX BLOCK OF MIDVALE AV N,N,N3,1300.2001,-122.343346,47.705963,"(47.705963, -122.343346)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,3/27/16 12:20,2
1702912,16000105963,2016105963,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,3/27/16 15:27,12 AV S / S JACKSON ST,G,G1,9100.1004,-122.31722,47.599186,"(47.599186, -122.31722)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,,1
1702913,16000105949,2016105949,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,3/27/16 15:34,NE 125 ST / LAKE CITY WY NE,L,L3,100.5006,-122.295235,47.719276,"(47.719276, -122.295235)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,,3
1702914,16000105943,2016105943,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/27/16 15:27,3 AV / PINE ST,M,M2,8100.2008,-122.3387,47.610744,"(47.610744, -122.3387)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,,0
1702915,16000105487,2016105487,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/27/16 15:26,15 AV W / W EMERSON ST,Q,Q1,5801.4059,-122.37622,47.65399,"(47.65399, -122.37622)","MOTOR VEHICLE COLLISION, UNKNOWN INJURIES",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,3/27/16 2:18,0
1702916,16000105948,2016105948,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",3/27/16 15:34,MONTLAKE BV E / E HAMLIN ST,C,C2,6200.2042,-122.30461,47.645554,"(47.645554, -122.30461)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,,3
1702917,16000105934,2016105934,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,3/27/16 15:38,N 59 ST / PHINNEY AV N,B,B2,3500.3006,-122.35439,47.671795,"(47.671795, -122.35439)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/27/16 14:44,1
1702918,16000105942,2016105942,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,3/27/16 15:41,2XX BLOCK OF 10 AV E,H,H2,7500.5002,-122.31955,47.620502,"(47.620502, -122.31955)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,,1
1702919,16000105939,2016105939,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,3/27/16 15:44,NW 61 ST / 24 AV NW,B,B1,3300.4011,-122.38759,47.6731,"(47.6731, -122.38759)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,3/27/16 14:55,3
1702920,16000105933,2016105933,176,LIQUOR VIOLATION - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,3/27/16 15:41,73XX BLOCK OF DELRIDGE WY SW,F,F1,10701.2011,-122.3613,47.53604,"(47.53604, -122.3613)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,,2
1702921,16000105876,2016105876,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,3/27/16 15:41,20XX BLOCK OF 14 AV S,R,R1,9400.4002,-122.31468,47.58504,"(47.58504, -122.31468)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,3/27/16 13:26,2
1702922,16000105987,2016105987,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,3/27/16 16:02,WESTERN AV / VIRGINIA ST,M,M1,8100.301,-122.34364,47.610317,"(47.610317, -122.34364)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,,4
1702923,16000105979,2016105979,465,PEDESTRIAN VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/27/16 15:57,RAINIER AV S / S ANDOVER ST,H,H3,10100.5034,-122.289246,47.567947,"(47.567947, -122.289246)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,,1
1702924,16000105972,2016105972,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/27/16 15:57,43XX BLOCK OF S HOLDEN ST,S,S2,11101.3004,-122.27767,47.533382,"(47.533382, -122.27767)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,,1
1702925,16000105947,2016105947,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,3/27/16 15:59,123XX BLOCK OF 25 AV NE,L,L1,700.3,-122.30185,47.71841,"(47.71841, -122.30185)","NOISE - DISTURBANCE (PARTY, ETC)",DISTURBANCES,DISTURBANCES,,0
1702926,16000105920,2016105920,371,PROPERTY - MISSING,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",3/27/16 15:56,12XX BLOCK OF S KING ST,H,H3,9000.2017,-122.315315,47.598335,"(47.598335, -122.315315)","PROPERTY, LOST OR MISSING","PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",3/27/16 14:47,0
1702927,16000105884,2016105884,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,3/27/16 15:51,6XX BLOCK OF W KINNEAR PL,Q,Q2,6900.3026,-122.36494,47.62823,"(47.62823, -122.36494)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,,1
1702928,16000105882,2016105882,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,3/27/16 15:57,29XX BLOCK OF SW AVALON WY,W,W1,9900.1021,-122.370766,47.568424,"(47.568424, -122.370766)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,3/27/16 13:39,2
1702929,16000105861,2016105861,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,3/27/16 15:58,M L KING JR WY S / S OTHELLO ST,S,S1,11001.3,-122.281296,47.53704,"(47.53704, -122.281296)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,3/27/16 13:22,1
1702930,16000105817,2016105817,100,FRAUD (INCLUDING IDENTITY THEFT),FRAUD CALLS,FRAUD CALLS,3/27/16 15:59,120XX BLOCK OF 2 AV NE,H,H3,600.5011,-122.32749,47.71679,"(47.71679, -122.32749)","FRAUD - FORGERY,BUNCO, SCAMS, ID THEFT, ETC",FRAUD CALLS,FRAUD CALLS,3/27/16 13:49,2
1702931,16000105997,2016105997,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,3/27/16 16:08,12 AV S / S JACKSON ST,G,G1,9100.1004,-122.31722,47.599186,"(47.599186, -122.31722)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,,1
1702932,16000105996,2016105996,170,"RECKLESS ENDANGERMENT, LITTERING, PARKS CODE VIOLATIONS",MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,3/27/16 16:14,5 AV / PIKE ST,M,M3,8100.2005,-122.33558,47.610676,"(47.610676, -122.33558)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,,4
1702933,16000105981,2016105981,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,3/27/16 16:15,16XX BLOCK OF N 46 ST,B,B3,5000.1041,-122.33842,47.66213,"(47.66213, -122.33842)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,,4
1702934,16000105944,2016105944,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/27/16 16:02,5 AV / PIKE ST,M,M3,8100.2005,-122.33558,47.610676,"(47.610676, -122.33558)","PANHANDLING, AGGRESSIVE",DISTURBANCES,DISTURBANCES,,1
1702935,16000105928,2016105928,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/27/16 16:10,116XX BLOCK OF AURORA AV N,N,N2,600.3007,-122.34483,47.713547,"(47.713547, -122.34483)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,,4
1702936,16000105874,2016105874,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,3/27/16 16:00,31 AV / E TERRACE ST,G,G2,8800.2018,-122.29263,47.60517,"(47.60517, -122.29263)",MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1,MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,3/27/16 13:18,1
